,Path,Class,Size,Height,Width,Ratio,Avg_Red,Avg_Green,Avg_Blue
30,../Dataset/train/Plain/119.concrete-plan-cement-to-replace-asphalt-on-29-city-roads.jpg,Plain,921600,480,640,1.3333333333333333,86.82806640625,84.430576171875,79.43020182291667
31,../Dataset/train/Plain/12.4oyqr36qol221.jpg,Plain,2082000,694,1000,1.440922190201729,107.05485590778098,90.81676080691642,65.76978674351585
32,../Dataset/train/Plain/12.canary-motorcycle-tours.jpg,Plain,681450,413,550,1.3317191283292977,155.327959498129,155.84585516178737,153.99979308826767
33,../Dataset/train/Plain/12.cf509c7f-6395-42bf-8632-9653307e4e31.jpg,Plain,2980680,842,1180,1.4014251781472684,133.23412778292203,126.77776983775514,120.93215507870687
34,../Dataset/train/Plain/12.jpg,Plain,151200,224,225,1.0044642857142858,124.14017857142858,129.61448412698414,129.64537698412698
35,../Dataset/train/Plain/12.take-me-home-country-roads-autumn-in-vermont-felix-lai.jpg,Plain,1439100,533,900,1.6885553470919326,197.32818011257035,189.47707525536794,126.19051282051282
36,../Dataset/train/Plain/120.Roads-Image.jpg,Plain,673350,335,670,2.0,85.27960793049677,77.14727110715081,78.01285809757184
37,../Dataset/train/Plain/121.b-65.jpg,Plain,1068000,445,800,1.797752808988764,100.39299157303371,103.98767696629214,106.09903370786517
38,../Dataset/train/Plain/123.road-projects.jpg,Plain,871200,440,660,1.5,105.35652548209366,108.24176997245179,96.56056818181818
39,../Dataset/train/Plain/124.Roads-surface-infrastructure-tarmac-620x330.jpg,Plain,613800,330,620,1.878787878787879,132.88388563049853,126.77471163245357,117.32135874877811
40,../Dataset/train/Plain/125.pl19763161-pu_foam_curve_roads_roller_road_barrier_500mm_height_rolling_road_barrier.jpg,Plain,1366560,584,780,1.3356164383561644,121.29492448191078,130.26337811731648,123.57217465753425
41,../Dataset/train/Plain/126.Kyzylart%20Pass0.jpg,Plain,1042200,386,900,2.33160621761658,129.90511226252158,145.83738341968913,164.22801669545194
42,../Dataset/train/Plain/128.roads_1280.jpg,Plain,3275520,853,1280,1.5005861664712778,72.56726718200468,87.94161873534584,82.09360895369285
43,../Dataset/train/Plain/129.ghana-roads-1200x630.1522741131.jpg,Plain,2268000,630,1200,1.9047619047619047,122.28110582010582,131.63147619047618,107.22587566137567
44,../Dataset/train/Plain/13.1733149.jpg,Plain,12288000,1600,2560,1.6,83.80473876953126,66.115935546875,36.654462158203124
45,../Dataset/train/Plain/13.DtruDQpU8AALq4n.jpg,Plain,1252152,527,792,1.5028462998102468,158.60474527054222,174.94790408832154,187.41679843980603
46,../Dataset/train/Plain/13.jpg,Plain,151698,193,262,1.3575129533678756,171.5352015188071,173.4029782858047,168.69663410196574
47,../Dataset/train/Plain/13.road.jpg,Plain,1185030,513,770,1.5009746588693957,124.3654236601605,120.18530670109618,108.32532340953394
48,../Dataset/train/Plain/13.RTS1LVKS.jpg,Plain,284130,231,410,1.774891774891775,100.2298384542287,93.91249076127124,78.97370921761166
49,../Dataset/train/Plain/130.1_Broxtowe-Lane-Google-imageJPG.jpg,Plain,2268000,630,1200,1.9047619047619047,82.475041005291,79.64050661375661,72.0306455026455
50,../Dataset/train/Plain/131.pexels-photo-209652.jpeg,Plain,474000,316,500,1.5822784810126582,82.846082278481,79.25331645569621,68.2192088607595
51,../Dataset/train/Plain/133.bus-678x381.jpg,Plain,774954,381,678,1.779527559055118,104.17766861000781,105.85131891699378,94.02827909785613
52,../Dataset/train/Plain/134.22.jpeg,Plain,3686400,960,1280,1.3333333333333333,110.93358479817708,109.69621175130209,98.34888020833333
53,../Dataset/train/Plain/135.roads.jpg,Plain,330000,275,400,1.4545454545454546,114.0821,113.63205454545455,93.12231818181819
54,../Dataset/train/Plain/136.40160-Road-Infrastructure.jpg,Plain,1556100,546,950,1.73992673992674,181.62115481010218,182.72978600347022,168.23997493734336
55,../Dataset/train/Plain/137.380-road-Uttarakhand.jpg,Plain,2880000,800,1200,1.5,115.38585416666666,114.1045625,111.67186770833334
56,../Dataset/train/Plain/138.305d4c9b-92d5-48d8-a562-188442d31a47-large16x9_ThinkstockPhotos506008882.jpg,Plain,1641690,555,986,1.7765765765765766,101.54775322990334,100.84815342726093,94.10454470697879
57,../Dataset/train/Plain/139.roads-1323x405.jpg,Plain,1607445,405,1323,3.2666666666666666,188.63307671491094,187.99943637262862,154.00745966424978
58,../Dataset/train/Plain/14.BmcZ12FCUAAfSPl.jpg,Plain,810000,450,600,1.3333333333333333,117.18866296296297,89.13261851851851,59.92058518518518
59,../Dataset/train/Plain/14.jpg,Plain,150975,183,275,1.5027322404371584,92.15000496770989,138.55503229011427,156.3778042722305
60,../Dataset/train/Plain/14.roadsfuture18.jpg,Plain,1620000,600,900,1.5,200.6997888888889,177.67472962962964,146.14657777777776
61,../Dataset/train/Plain/14.smooth-road.jpg,Plain,495000,330,500,1.5151515151515151,61.86081818181818,99.2871393939394,151.09615151515152
62,../Dataset/train/Plain/140.Ram-Country-Roads-US-FI-630x339.jpg,Plain,640710,339,630,1.8584070796460177,128.228749356183,127.17340918668353,102.5007866273353
63,../Dataset/train/Plain/142.white_topping_750.jpg,Plain,1125000,500,750,1.5,94.25322133333333,92.578696,83.591944
64,../Dataset/train/Plain/144.road-932871_1280.jpg,Plain,1229580,506,810,1.6007905138339922,82.78918411164788,64.09961938222808,41.16551993363588
65,../Dataset/train/Plain/145.NHAI-kk2H--621x414@LiveMint_1571058844466.jpg,Plain,606600,337,600,1.7804154302670623,114.8725865479723,110.2850840751731,105.14601384767556
66,../Dataset/train/Plain/146.road-construction-1060x660.jpg,Plain,2098800,660,1060,1.606060606060606,132.7122512864494,132.12994282447113,139.46692681532303
67,../Dataset/train/Plain/148.road-071112-inner3.jpg,Plain,714420,378,630,1.6666666666666667,126.7320987654321,132.7131561266482,110.1254808096078
68,../Dataset/train/Plain/149.road-in-dark-forest-1080x720.jpg,Plain,2332800,720,1080,1.5,55.63830632716049,54.97540380658436,43.525083590534976
69,../Dataset/train/Plain/15.2019_9$largeimg09_Monday_2019_074806128.jpg,Plain,980100,495,660,1.3333333333333333,147.88417202326292,169.4220844811754,155.5624211815121
70,../Dataset/train/Plain/15.jpg,Plain,151200,180,280,1.5555555555555556,92.58611111111111,106.54748015873015,90.91297619047619
71,../Dataset/train/Plain/15.long-straight-road-leading-towards-260nw-549537385.jpg,Plain,436800,280,520,1.8571428571428572,155.5182142857143,147.04639423076924,139.41190247252746
72,../Dataset/train/Plain/15.Longest-Roads-Hero.jpg,Plain,1445850,567,850,1.4991181657848325,109.75422554206868,112.51136839921153,96.69115468409586
73,../Dataset/train/Plain/150.Road_Sidewalk_Seasonal_Mtce_Banner_1800x530.jpg,Plain,2862000,530,1800,3.3962264150943398,72.30527987421384,69.03216876310273,53.16394234800838
74,../Dataset/train/Plain/152.3111b.jpg,Plain,1079940,439,820,1.867881548974943,143.30876993166288,140.63776320906717,133.70448080448915
75,../Dataset/train/Plain/154.220-page-001___27143517798.jpg,Plain,57600,120,160,1.3333333333333333,94.979375,95.86755208333334,87.83515625
76,../Dataset/train/Plain/155.Heavy_traffic_bad_roads_JF_TT.jpg,Plain,1453500,570,850,1.4912280701754386,143.61156449948402,145.30026831785347,143.33359339525285
77,../Dataset/train/Plain/158.idpl-road.jpg,Plain,1260000,420,1000,2.380952380952381,107.53274047619048,107.79600714285715,88.86261666666667
78,../Dataset/train/Plain/159.road.jpg,Plain,282900,230,410,1.7826086956521738,46.838006362672324,49.17801696712619,48.926574761399785
79,../Dataset/train/Plain/16.74609cf8753d99596a2372165a1c1b22.jpg,Plain,24883200,2160,3840,1.7777777777777777,100.6952857349537,109.48852502893519,121.16469702449845
80,../Dataset/train/Plain/16.nhai-eyes-rs-5000-crore-from-roads-bidding.jpg,Plain,921600,480,640,1.3333333333333333,140.481572265625,149.389912109375,149.03441731770835
81,../Dataset/train/Plain/16.smooth-road.jpg,Plain,8294400,1440,1920,1.3333333333333333,119.1946629050926,97.7788038917824,83.84439163773148
82,../Dataset/train/Plain/16.Tara-Campbell-Aug.-23-478x478.jpg,Plain,685452,478,478,1.0,160.12671784457555,174.7827594054726,171.59759107858756
83,../Dataset/train/Plain/160.grusvag-gardesgardar-ola-jennersten-ibl-33-902x492.jpg,Plain,1331352,492,902,1.8333333333333333,98.38950255079047,116.07351549402412,61.40506417536459
84,../Dataset/train/Plain/161.10488035_835478799905788_3957409959554045163_n-700x416.jpg,Plain,873600,416,700,1.6826923076923077,131.0820157967033,136.81870192307693,136.1481868131868
85,../Dataset/train/Plain/163.img-hero-5HAUNTEDROADS.jpg,Plain,2386800,585,1360,2.324786324786325,71.52236802413273,74.29015208647562,87.96934766214179
86,../Dataset/train/Plain/165.roads-now.jpg,Plain,5100000,1000,1700,1.7,118.70087235294118,115.72340705882353,111.37876176470589
87,../Dataset/train/Plain/166.John-Wiley-Winding-Road-in-Door-County.jpg,Plain,1578000,526,1000,1.9011406844106464,93.69435741444867,81.27145817490495,55.04319581749049
88,../Dataset/train/Plain/167.plastic-roads-1-525x564.jpg,Plain,888300,564,525,0.9308510638297872,118.2003411009794,116.78320162107396,103.27124957784532
89,../Dataset/train/Plain/168.JC-Roads.jpg,Plain,802620,273,980,3.58974358974359,93.77435523660013,80.40095312850414,65.05905658966883
90,../Dataset/train/Plain/169.2Car_driving_in_Devens___credit_MIT_CSAIL.0.png,Plain,2880000,800,1200,1.5,97.49593020833333,99.644059375,91.35986770833334
91,../Dataset/train/Plain/17.country-roads-7.png,Plain,36000000,3000,3000,1.0,171.69398433333333,156.24938211111112,131.43760311111112
92,../Dataset/train/Plain/17.modern-wide-smooth-empty-asphalt-260nw-1084764575.jpg,Plain,327600,280,390,1.3928571428571428,145.40298534798535,146.08096153846154,142.71354395604396
93,../Dataset/train/Plain/17.roadhed.jpg,Plain,2039400,618,1100,1.779935275080906,104.90310532509562,119.72792144748455,124.7627875845837
94,../Dataset/train/Plain/170.10279114.jpg,Plain,713700,366,650,1.7759562841530054,110.48528373266078,112.02107187894073,113.83810004203447
95,../Dataset/train/Plain/171.DSC_2872-450x300.jpg,Plain,405000,300,450,1.5,132.57116296296297,146.5442888888889,149.88502962962963
96,../Dataset/train/Plain/172.icy-road-netherlands.jpg,Plain,1806000,602,1000,1.6611295681063123,148.50464784053156,153.80740365448506,160.04749169435215
97,../Dataset/train/Plain/173.departments-roads-bridges.jpg,Plain,3024000,525,1920,3.657142857142857,137.41263988095238,156.59714880952382,141.81819444444446
98,../Dataset/train/Plain/175.KeHUL8X58VQK6zcxPGBQze-320-80.jpg,Plain,203520,212,320,1.509433962264151,150.44190742924528,140.45381780660378,136.35287441037735
99,../Dataset/train/Plain/177.Highway1.jpg,Plain,875766,454,643,1.4162995594713657,138.89329341399414,143.91157226930483,143.2687361692507
100,../Dataset/train/Plain/179.Highway-in-Maryland-fall-EDrost88-Flickr.jpg,Plain,1164000,485,800,1.6494845360824741,139.43152835051546,134.77852577319587,119.1511262886598
101,../Dataset/train/Plain/18.AdobeStock_163094844.jpeg,Plain,66355200,3840,5760,1.5,178.1534918891059,145.80162706163193,111.27739321108217
102,../Dataset/train/Plain/18.artworks-000117000311-kxgfgd-t500x500.jpg,Plain,750000,500,500,1.0,128.74156,149.363416,173.413768
103,../Dataset/train/Plain/18.pave-life-sl-home-1170x500.jpg,Plain,1755000,500,1170,2.34,60.67501196581197,88.92430598290598,104.97058803418804
104,../Dataset/train/Plain/180.roads.jpg,Plain,4800000,1000,1600,1.6,80.9073425,103.595779375,111.08956
105,../Dataset/train/Plain/181.-matt-howard-unsplash.jpg,Plain,995328,432,768,1.7777777777777777,100.61389009452161,93.67735158661266,74.67945541570217
106,../Dataset/train/Plain/185.its-a-hell-of-a-ride-on-bangalore-roads.jpg,Plain,921600,480,640,1.3333333333333333,144.41779947916666,146.44682291666666,131.2041796875
107,../Dataset/train/Plain/19.33339051544_6cfffc488f_b.jpg,Plain,2088960,680,1024,1.5058823529411764,104.65284064797794,83.92098891314338,80.85817583869485
108,../Dataset/train/Plain/19.GettyImages-547031277-58ef97803df78cd3fc724e24.jpg,Plain,1179648,512,768,1.5,103.87389373779297,110.80563100179036,125.95477040608723
109,../Dataset/train/Plain/19.russian-roads-karelia-travel-by-road-asphalt-road-smooth-road_73741-96.jpg,Plain,783126,417,626,1.501199040767386,53.84810107185817,67.14331410271144,79.7817630879322
110,../Dataset/train/Plain/190.Roads1.jpg,Plain,2096127,683,1023,1.4978038067349926,150.86641649098553,161.8839388071429,170.73799965364694
111,../Dataset/train/Plain/191.s_abf714782df0f684f6fd1d794aa2446b.JPG,Plain,480000,400,400,1.0,106.1141125,106.37205,80.67645625
112,../Dataset/train/Plain/192.harlur-road-1-678x381.jpg,Plain,774954,381,678,1.779527559055118,116.38581128686347,110.55459936976905,101.65175868503162
113,../Dataset/train/Plain/193.India_roads_network_NH_27_highway_Rajasthan_2015.jpg,Plain,2374500,500,1583,3.166,135.12997346809854,124.56366013897663,105.06384459886291
114,../Dataset/train/Plain/194.road-640881.jpg,Plain,619500,350,590,1.6857142857142857,117.18062469733657,128.77230992736077,116.26496852300242
115,../Dataset/train/Plain/195.image.jpg,Plain,320400,267,400,1.4981273408239701,78.36521535580525,78.92673220973782,67.80308052434457
116,../Dataset/train/Plain/196.Road-2.jpg,Plain,780390,377,690,1.830238726790451,108.40574328220505,123.6062199669396,135.15589128512667
117,../Dataset/train/Plain/197.170px-Roads_to_Beaches_of_Newcastle%2C_NSW_in_Australia.JPG,Plain,115770,227,170,0.748898678414097,116.39344389738274,130.47877688520342,137.89269240735942
118,../Dataset/train/Plain/198.cats-419.jpg,Plain,871200,440,660,1.5,98.84671487603306,110.89805785123967,106.12651515151515
119,../Dataset/train/Plain/199.Paved_asphalt_road_2.jpg,Plain,1351200,563,800,1.4209591474245116,118.94462921847247,110.4151443161634,98.17590142095915
120,../Dataset/train/Plain/2.Ahmedabad-Vadodara-Section-of-NH-8.jpg,Plain,1854720,640,966,1.509375,115.73114001035196,118.62198660714286,119.62106948757764
121,../Dataset/train/Plain/2.eyre-highway-AP101489089.jpg,Plain,432000,300,480,1.6,160.14430555555555,152.08978472222222,161.38247916666666
122,../Dataset/train/Plain/2.federation-way-1.jpg,Plain,691200,480,480,1.0,126.32155381944445,132.35991319444443,137.42745225694443
123,../Dataset/train/Plain/2.jpg,Plain,23970816,2448,3264,1.3333333333333333,152.7328422611896,153.28411310653755,150.5362936330578
124,../Dataset/train/Plain/2.Utah-road-near-Arches-National-Park.jpg,Plain,359550,282,425,1.5070921985815602,111.76876095118898,91.56811848143512,70.85526908635795
125,../Dataset/train/Plain/20.busier-roads-bigger-money-inside-modi-govts-new-road-monetisation-plan.jpg,Plain,921600,480,640,1.3333333333333333,104.5125,116.409580078125,116.49703125
126,../Dataset/train/Plain/20.DwASaqCUUAAfDJu.jpg,Plain,1252152,527,792,1.5028462998102468,117.25327276560674,113.98797749793955,98.97087813620071
127,../Dataset/train/Plain/20.lovely-straight-roads.jpg,Plain,509850,309,550,1.779935275080906,92.24365989997058,121.62334215945866,156.4823654015887
128,../Dataset/train/Plain/202.Friday_02_12_2015_2048.jpg,Plain,1620000,600,900,1.5,146.2741851851852,177.9460962962963,190.58171666666667
129,../Dataset/train/Plain/203.Roads-Banner.JPG,Plain,2265600,472,1600,3.389830508474576,97.91794756355932,115.65205508474577,67.52520127118645
130,../Dataset/train/Plain/204.6dd9b313-525c-45dc-b4ae-67aa2026b580-fall.jpg,Plain,756150,355,710,2.0,113.24202340805395,102.54578853402103,50.71861138662964
131,../Dataset/train/Plain/205.highways-2.jpg,Plain,1290000,430,1000,2.3255813953488373,126.88676046511628,125.67847209302326,118.1454488372093
132,../Dataset/train/Plain/206.DSC_2814.jpg,Plain,1148292,382,1002,2.6230366492146597,104.75934779655348,128.68016584631783,123.3292681652402
133,../Dataset/train/Plain/21.3f16d8cc-9405-56b2-a87b-802e80e65020.jpg,Plain,2239488,864,864,1.0,144.23438705632717,129.836238908179,105.70176129543896
134,../Dataset/train/Plain/21.654672-highways-770x433.jpg,Plain,1000230,433,770,1.7782909930715936,137.01083650760324,142.91633724243425,120.20679643681953
135,../Dataset/train/Plain/21.long-straight-road-western-australia-long-straight-roads-cuts-salt-pan-near-carnarvon-western-australia-114917969.jpg,Plain,3732300,957,1300,1.3584117032392895,130.85850896230207,131.65709428502532,147.02546419098144
136,../Dataset/train/Plain/21.russian-roads-karelia-travel-by-road-asphalt-road-smooth-road_73741-109.jpg,Plain,783126,417,626,1.501199040767386,82.47656315841895,90.99850598754223,99.86929689475257
137,../Dataset/train/Plain/210.0.79521100_1482406537_road-cleaning.jpg,Plain,2359296,768,1024,1.3333333333333333,97.83651733398438,96.99304326375325,84.6514155069987
138,../Dataset/train/Plain/211.LPT0712_117-copy.jpg,Plain,787500,350,750,2.142857142857143,170.87433142857142,144.53967238095237,132.19019428571428
139,../Dataset/train/Plain/212.715ac7da-90ac-11e9-a6c8-8445313d8ede_image_hires_185308.jpg,Plain,2880000,800,1200,1.5,131.3988125,130.54030104166668,128.198334375
140,../Dataset/train/Plain/213.Roadcg.jpg,Plain,4243200,884,1600,1.8099547511312217,116.1786467760181,133.71915299773755,120.00486001131222
141,../Dataset/train/Plain/218.49279607_303.jpg,Plain,827400,394,700,1.7766497461928934,105.20772661348803,115.18674401740391,112.07162799129804
142,../Dataset/train/Plain/219.gallery_medium.jpg,Plain,720000,400,600,1.5,138.13316666666665,139.27595416666668,134.184825
143,../Dataset/train/Plain/22.71cf6a6de56ad5c894e9b580aa124abf.jpg,Plain,2071440,959,720,0.7507820646506778,112.80047213532615,105.59016770941953,72.22903921909396
144,../Dataset/train/Plain/22.maxresdefault.jpg,Plain,2764800,720,1280,1.7777777777777777,141.29220052083335,133.3762738715278,117.46867730034722
145,../Dataset/train/Plain/22.pngtree-smooth-roads-png-image_4433653.jpg,Plain,4320000,1200,1200,1.0,196.8129423611111,197.69115555555555,197.55778263888888
146,../Dataset/train/Plain/220.1534246362_FlEbGW_road_safety_online_resized.jpeg,Plain,1226700,470,870,1.851063829787234,140.16821472242603,149.40622646123748,134.28681340180972
147,../Dataset/train/Plain/221.Road-and-sidewalk2.jpg,Plain,765336,286,892,3.1188811188811187,171.0302886575308,160.6409459374706,140.13006444228418
148,../Dataset/train/Plain/223.RoadSample2.jpg,Plain,499500,333,500,1.5015015015015014,88.07275675675676,90.68908108108108,82.11457657657658
149,../Dataset/train/Plain/224.header_roadsanddrains.jpg,Plain,1028430,293,1170,3.993174061433447,115.43247863247863,107.76978792917359,72.79192847349844
150,../Dataset/train/Plain/225.Highway_PTI.jpg,Plain,1215000,450,900,2.0,112.58941481481482,113.60498518518519,113.41148888888888
151,../Dataset/train/Plain/226.Road.jpg,Plain,1659588,644,859,1.3338509316770186,122.8359641067542,134.44988213942256,122.63755883990484
152,../Dataset/train/Plain/227.1491250479-3136.jpg,Plain,863040,464,620,1.3362068965517242,151.95503337041157,146.25665322580645,140.04158787541712
153,../Dataset/train/Plain/228.broken-roads-film_4.jpg,Plain,10118250,1499,2250,1.5010006671114076,122.79434645319101,121.67256452449782,112.66601912386035
154,../Dataset/train/Plain/229.thinkstockphotos-483482839-hires.jpg,Plain,1404000,600,780,1.3,77.92287606837607,83.76224145299145,101.10936965811966
155,../Dataset/train/Plain/23.photo.jpg,Plain,3240000,900,1200,1.3333333333333333,144.44534166666668,128.38726296296295,117.05019537037037
156,../Dataset/train/Plain/23.road-4540_960_720.jpg,Plain,2073600,720,960,1.3333333333333333,137.43700520833335,128.59901186342591,102.71072627314815
157,../Dataset/train/Plain/23.russian-roads-karelia-travel-by-road-asphalt-road-smooth-road_73741-113.jpg,Plain,783126,417,626,1.501199040767386,101.55994820756813,121.01870197133029,132.3887190567035
158,../Dataset/train/Plain/230.recycled-roads.jpg,Plain,4004934,817,1634,2.0,110.33077623751103,108.6342973442259,110.40813032124873
159,../Dataset/train/Plain/234.309443966_1567955529693.jpg,Plain,608400,338,600,1.7751479289940828,100.48367357001972,97.55768244575937,94.155
160,../Dataset/train/Plain/239.28.jpeg,Plain,3686400,960,1280,1.3333333333333333,114.96810953776041,114.34878662109375,95.09280192057291
161,../Dataset/train/Plain/24.627-939.jpg,Plain,2430000,810,1000,1.2345679012345678,130.1553172839506,139.40242345679013,139.60612469135802
162,../Dataset/train/Plain/24.highways.jpg,Plain,1290000,430,1000,2.3255813953488373,126.47241627906976,122.38459069767441,118.75497906976744
163,../Dataset/train/Plain/24.r0_0_4896_3264_w1200_h678_fmax.jpg,Plain,2068578,678,1017,1.5,128.24280592755022,128.85650142271646,130.20623152716504
164,../Dataset/train/Plain/24.tire_pic.jpg,Plain,192000,250,256,1.024,125.766796875,110.875609375,79.066328125
165,../Dataset/train/Plain/244.road-3810808_1280.jpg,Plain,3025920,788,1280,1.6243654822335025,48.442426435596445,56.2911226998731,23.534030972398476
166,../Dataset/train/Plain/245.download_3_b22b7d31-0622-4871-bcc6-ec4007f1d884_1024x1024.jpg,Plain,2359296,768,1024,1.3333333333333333,118.46067174275716,120.91049830118816,119.0920041402181
167,../Dataset/train/Plain/248.Roads.jpg,Plain,1080000,450,800,1.7777777777777777,148.850375,151.8578361111111,158.90782222222222
168,../Dataset/train/Plain/249.54caadd7dc8c8_-_worst_roads_01_0810-lg.jpg,Plain,518400,360,480,1.3333333333333333,125.82374421296296,130.71025462962962,132.06869212962962
169,../Dataset/train/Plain/25.country-roads.jpg,Plain,681450,413,550,1.3317191283292977,114.48206031256879,116.24321373541713,109.67411402157165
170,../Dataset/train/Plain/25.Harm_02.jpg,Plain,2359296,768,1024,1.3333333333333333,113.00564066569011,113.75221252441406,103.75892384847005
171,../Dataset/train/Plain/25.long-straight-roads-in-desert-country-arizona-usa-BR8KXH.jpg,Plain,3724500,955,1300,1.361256544502618,124.45973419250906,128.5415674587193,117.48338703181635
172,../Dataset/train/Plain/25.road1.jpg,Plain,3015000,670,1500,2.2388059701492535,116.57586766169155,111.66001990049752,116.00466766169154
173,../Dataset/train/Plain/250.Road-Rehabiliation-Poland1-600x300.jpg,Plain,540000,300,600,2.0,116.66141666666667,109.56073888888889,90.39854444444444
174,../Dataset/train/Plain/252.autobhan_12_stage_942x319.jpg,Plain,901494,319,942,2.9529780564263324,148.58294231575584,155.11664636703074,104.44201625301999
175,../Dataset/train/Plain/257.highway-770x433.jpg,Plain,1000230,433,770,1.7782909930715936,94.98765184007678,58.25410455595213,14.21194025374164
176,../Dataset/train/Plain/258.column-block-640-element-of-safe-roads-reflective-sheeting.jpg,Plain,614400,320,640,2.0,77.277265625,84.1836181640625,104.197001953125
